colaborador_id,idade,genero,estado_civil,escolaridade,area,cargo,nivel_cargo,data_admissao,tempo_empresa_anos,salario_mensal,distancia_casa_km,horas_extras,viagens_negocio,satisfacao_trabalho,satisfacao_ambiente,equilibrio_vida_trabalho,avaliacao_desempenho,treinamentos_ultimo_ano,recebeu_promocao_5_anos,rotatividade,data_desligamento,motivo_desligamento
COL-0143,34,Masculino,Casado(a),Pós-graduação,Tecnologia,Analista de Dados,3,2023-04-23,3,10700.0,10,Sim,Não informado,1,4,2,4,3,Não,Não,,Não se aplica
COL-0144,38,Masculino,Divorciado(a),Mestrado,Atendimento,Analista de Atendimento,3,2025-04-10,1,8550.0,13,Não,Nunca,2,1,5,3,1,Não,Sim,2026-05-19 09:55:16.032,Remuneração e benefícios
COL-0145,48,Feminino,Solteiro(a),Ensino médio,Financeiro,Controller,4,2013-02-06,13,11600.0,23,Sim,Raramente,2,3,1,4,1,Não,Não,,Não se aplica
COL-0146,48,Feminino,Casado(a),Graduação,Atendimento,Analista de Atendimento,4,2023-03-08,2,9600.0,52,Não,Raramente,4,5,3,4,6,Sim,Sim,2025-12-21 03:39:06.680,Falta de perspectiva de crescimento
COL-0147,44,Masculino,Casado(a),Tecnólogo,Atendimento,Analista de Atendimento,3,2023-04-23,3,7100.0,17,Sim,Raramente,1,4,5,3,0,Não,Sim,2026-05-06 17:40:50.206,Mudança de cidade
COL-0148,25,Feminino,Divorciado(a),Graduação,Marketing,Analista de Marketing,1,2022-01-23,4,5800.0,17,Sim,Nunca,4,2,1,2,0,Não,Não,,Não se aplica
COL-0149,42,Masculino,Divorciado(a),Graduação,Tecnologia,Desenvolvedor,2,2021-02-09,4,9550.0,50,Não,Raramente,1,2,5,5,1,Não,Não,,Não se aplica
COL-0150,56,Masculino,Divorciado(a),Mestrado,Financeiro,Controller,4,2022-01-17,4,11450.0,43,Não,Frequentemente,3,4,5,3,6,Não,Não,,Não se aplica
COL-0151,51,Masculino,Casado(a),Tecnólogo,Atendimento,Analista de Atendimento,3,2024-03-24,1,7700.0,10,Não,Raramente,5,5,5,2,6,Não,Não,,Não se aplica
COL-0152,37,Masculino,Casado(a),Mestrado,Operações,Analista de Operações,2,2014-01-18,11,7050.0,26,Sim,Raramente,5,3,3,2,6,Sim,Não,,Não se aplica
COL-0153,47,Masculino,Casado(a),Graduação,Financeiro,Controller,3,2024-07-02,1,9750.0,19,Sim,Raramente,3,1,3,5,6,Não,Não,,Não se aplica
COL-0154,50,Não binário,Divorciado(a),Tecnólogo,Atendimento,Analista de Atendimento,3,2015-07-09,10,7550.0,35,Não,Raramente,4,3,2,3,0,Não,Não,,Não se aplica
COL-0155,48,Feminino,Casado(a),Mestrado,Marketing,Especialista de Marketing,3,2020-09-10,6,8800.0,32,Não,Frequentemente,1,4,5,3,5,Não,Sim,2026-04-20 01:12:52.865,Mudança de cidade
COL-0156,37,Feminino,Solteiro(a),Graduação,Financeiro,Controller,3,2015-06-25,11,10450.0,13,Não,Nunca,3,2,4,3,6,Não,Sim,2022-09-16 22:46:52.422,Desempenho abaixo do esperado
COL-0157,58,Masculino,Casado(a),Ensino médio,Recursos Humanos,Business Partner,4,2023-08-18,3,11450.0,48,Não,Frequentemente,1,2,4,3,1,Não,Sim,2025-12-05 16:05:13.722,Nova oportunidade profissional
COL-0158,41,Não binário,Casado(a),Ensino médio,Marketing,Especialista de Marketing,3,2020-08-13,6,10000.0,5,Não,Raramente,1,1,5,3,6,Sim,Não,,Não se aplica
COL-0159,22,Masculino,Solteiro(a),Pós-graduação,Recursos Humanos,Analista de RH,2,2025-01-26,0,7000.0,50,Não,Raramente,3,4,2,5,6,Não,Sim,2026-06-16 17:41:34.278,Falta de perspectiva de crescimento
COL-0160,31,Não binário,União estável,Graduação,Comercial,Executivo de Contas,1,2018-07-22,8,6150.0,25,Não,Raramente,5,3,3,3,6,Sim,Não,,Não se aplica
COL-0161,31,Feminino,União estável,Mestrado,Financeiro,Analista Financeiro,2,2022-04-24,3,7650.0,22,Sim,Raramente,3,5,5,4,2,Não,Não,,Não se aplica
COL-0162,22,Feminino,Divorciado(a),Mestrado,Marketing,Analista de Marketing,1,2023-11-18,2,6150.0,19,Sim,Raramente,2,5,5,4,0,Não,Não,,Não se aplica
COL-0163,34,Masculino,Casado(a),Tecnólogo,Recursos Humanos,Business Partner,3,2025-02-01,0,9800.0,40,Não,Raramente,2,3,5,5,2,Não,Não,,Não se aplica
COL-0164,32,Masculino,Solteiro(a),Pós-graduação,Operações,Analista de Operações,2,2024-07-14,1,7200.0,34,Não,Frequentemente,3,3,2,4,0,Não,Sim,2025-09-26 02:19:18.565,Desempenho abaixo do esperado
COL-0165,55,Masculino,Solteiro(a),Mestrado,Financeiro,Controller,4,2019-12-10,6,10850.0,36,Não,Frequentemente,2,3,1,3,4,Não,Não,,Não se aplica
COL-0166,57,Feminino,Divorciado(a),Mestrado,Marketing,Especialista de Marketing,3,2023-08-09,2,9700.0,7,Não,Raramente,1,4,2,5,4,Não,Não,,Não se aplica
COL-0167,32,Feminino,Divorciado(a),Graduação,Financeiro,Controller,3,2013-10-25,12,9300.0,37,Não,Raramente,5,5,2,5,6,Não,Não,,Não se aplica
COL-0168,29,Masculino,Divorciado(a),Mestrado,Operações,Analista de Operações,2,2021-04-22,4,7500.0,35,Sim,Frequentemente,1,3,5,5,6,Não,Sim,2023-04-30 13:46:12.356,Qualidade de vida
COL-0169,22,Feminino,Divorciado(a),Graduação,Recursos Humanos,Analista de RH,1,2024-10-23,1,5450.0,34,Não,Raramente,2,3,1,4,0,Não,Não,,Não se aplica
COL-0170,61,Não binário,Casado(a),Pós-graduação,Recursos Humanos,Especialista de Pessoas,5,2011-03-06,14,12700.0,31,Não,Nunca,2,4,5,3,0,Não,Não,,Não se aplica
COL-0171,23,Feminino,União estável,Tecnólogo,Operações,Analista de Operações,1,2021-12-21,4,5500.0,4,Sim,Nunca,5,5,2,3,1,Não,Não,,Não se aplica
COL-0172,54,Feminino,União estável,Pós-graduação,Recursos Humanos,Business Partner,3,2025-02-08,0,9500.0,8,Sim,Raramente,1,5,2,3,3,Não,Não,,Não se aplica
COL-0173,58,Masculino,Casado(a),Ensino médio,Tecnologia,Engenheiro de Dados,5,2022-05-24,3,14550.0,7,Não,Raramente,1,3,4,3,0,Não,Não,,Não se aplica
COL-0174,22,Masculino,Casado(a),Pós-graduação,Recursos Humanos,Analista de RH,1,2022-01-01,3,5850.0,37,Não,Nunca,5,2,3,5,0,Não,Não,,Não se aplica
COL-0175,52,Não binário,Solteiro(a),Mestrado,Marketing,Especialista de Marketing,4,2014-03-25,12,11800.0,4,Não,Frequentemente,5,3,1,3,2,Sim,Não,,Não se aplica
COL-0176,56,Não binário,Solteiro(a),Mestrado,Financeiro,Especialista Financeiro,5,2021-08-17,4,13600.0,47,Não,Raramente,4,1,1,4,4,Não,Não,,Não se aplica
COL-0177,49,Masculino,Casado(a),Mestrado,Financeiro,Controller,3,2021-10-28,5,9250.0,52,Não,Raramente,3,5,4,3,3,Não,Sim,2023-08-03 00:27:04.818,Qualidade de vida
COL-0178,39,Feminino,Divorciado(a),Graduação,Marketing,Especialista de Marketing,3,2016-05-18,9,9600.0,25,Não,Raramente,5,4,2,4,1,Sim,Não,,Não se aplica
COL-0179,60,Feminino,Divorciado(a),Ensino médio,Atendimento,Supervisor de Atendimento,5,2024-07-13,1,11850.0,28,Não,Nunca,1,5,2,2,4,Não,Não,,Não se aplica
COL-0180,58,Masculino,Divorciado(a),Tecnólogo,Recursos Humanos,Business Partner,4,2018-07-09,7,10250.0,45,Sim,Nunca,5,2,2,4,2,Não,Sim,2024-07-07 00:43:16.534,Qualidade de vida
COL-0181,58,Feminino,Divorciado(a),Pós-graduação,Recursos Humanos,Especialista de Pessoas,5,2022-03-24,4,11700.0,33,Sim,Raramente,2,5,2,3,4,Não,Não,,Não se aplica
COL-0182,43,Não binário,Divorciado(a),Mestrado,Financeiro,Controller,3,2023-10-27,2,9250.0,48,Não,Raramente,4,1,5,2,0,Não,Sim,2025-12-11 10:02:54.220,Qualidade de vida
COL-0183,60,Masculino,Casado(a),Ensino médio,Comercial,Gerente Comercial,5,2017-01-24,9,12750.0,48,Não,Nunca,1,4,2,5,3,Não,Não,,Não se aplica
COL-0184,59,Masculino,Casado(a),Graduação,Marketing,Coordenador de Marketing,5,2013-10-14,12,13450.0,41,Não,Raramente,3,4,1,4,2,Não,Não,,Não se aplica
COL-0185,22,Masculino,União estável,Ensino médio,Marketing,Analista de Marketing,1,2024-01-28,1,6600.0,33,Não,Nunca,4,2,5,3,3,Não,Sim,2026-03-13 11:05:54.611,Qualidade de vida
COL-0186,53,Não binário,Casado(a),Ensino médio,Financeiro,Controller,4,2024-03-05,2,11050.0,42,Sim,Raramente,2,4,3,5,5,Não,Não,,Não se aplica
COL-0187,28,Feminino,Casado(a),Pós-graduação,Marketing,Analista de Marketing,2,2024-09-08,1,7200.0,21,Não,Nunca,3,4,3,2,0,Não,Não,,Não se aplica
COL-0188,58,Feminino,Divorciado(a),Graduação,Comercial,Gerente Comercial,5,2020-01-19,5,12550.0,12,Sim,Raramente,1,1,4,2,0,Não,Não,,Não se aplica
COL-0189,32,Não binário,Divorciado(a),Graduação,Operações,Analista de Operações,2,2025-07-25,0,7150.0,31,Sim,Frequentemente,2,3,5,4,2,Não,Sim,2026-05-05 11:16:20.221,Falta de perspectiva de crescimento
COL-0190,57,Masculino,Casado(a),Pós-graduação,Atendimento,Analista de Atendimento,3,2022-06-08,3,7200.0,36,Não,Raramente,3,3,5,2,6,Sim,Não,,Não se aplica
COL-0191,45,Não binário,Casado(a),Mestrado,Financeiro,Controller,3,2014-05-17,12,9500.0,43,Sim,Raramente,2,5,3,3,2,Não,Sim,2023-05-16 18:32:08.657,Nova oportunidade profissional
COL-0192,27,Masculino,União estável,Pós-graduação,Operações,Analista de Operações,2,2025-06-06,1,7950.0,42,Não,Raramente,5,4,4,3,5,Não,Não,,Não se aplica
COL-0193,20,Não binário,Solteiro(a),Mestrado,Operações,Analista de Operações,1,2025-10-07,1,6150.0,44,Sim,Nunca,3,2,1,3,0,Não,Sim,2026-04-15 19:49:01.718,Mudança de cidade
COL-0194,39,Não binário,Casado(a),Tecnólogo,Tecnologia,Desenvolvedor,2,2015-03-06,10,8400.0,43,Sim,Raramente,5,5,5,2,5,Sim,Sim,2025-05-12 05:17:50.342,Remuneração e benefícios
COL-0195,39,Não binário,Casado(a),Mestrado,Tecnologia,Desenvolvedor,2,2023-06-26,2,8850.0,10,Não,Raramente,3,3,1,4,4,Não,Não,,Não se aplica
COL-0196,43,Feminino,União estável,Mestrado,Recursos Humanos,Business Partner,3,2014-11-02,12,9450.0,30,Não,Frequentemente,1,4,2,3,3,Sim,Não,,Não se aplica
COL-0197,20,Feminino,União estável,Ensino médio,Marketing,Analista de Marketing,1,2024-06-18,1,6450.0,29,Não,Raramente,2,2,1,3,4,Não,Não,,Não se aplica
COL-0198,30,Feminino,Divorciado(a),Graduação,Recursos Humanos,Business Partner,3,2022-11-27,4,8500.0,17,Sim,Raramente,1,1,2,4,2,Sim,Sim,2023-04-19 21:46:07.832,Nova oportunidade profissional
COL-0199,40,Feminino,União estável,Mestrado,Tecnologia,Analista de Dados,3,2022-07-01,3,10800.0,41,Não,Raramente,3,3,4,4,0,Não,Não,,Não se aplica
COL-0200,30,Feminino,Casado(a),Ensino médio,Tecnologia,Desenvolvedor,1,2022-05-24,4,8250.0,36,Não,Raramente,1,2,2,3,4,Sim,Não,,Não se aplica
COL-0201,53,Feminino,Divorciado(a),Tecnólogo,Tecnologia,Analista de Dados,3,2023-12-25,2,10400.0,35,Sim,Nunca,5,5,5,4,2,Não,Não,,Não se aplica
COL-0202,50,Feminino,Casado(a),Graduação,Recursos Humanos,Business Partner,4,2017-09-12,8,10550.0,12,Não,Frequentemente,2,2,1,4,6,Não,Sim,2024-08-30 16:36:24.692,Falta de perspectiva de crescimento
COL-0203,37,Não binário,Solteiro(a),Graduação,Operações,Coordenador de Operações,3,2019-09-24,6,9050.0,41,Não,Raramente,4,4,2,4,3,Não,Sim,2023-12-01 09:56:03.428,Remuneração e benefícios
COL-0204,58,Não binário,Divorciado(a),Pós-graduação,Comercial,Analista Comercial,4,2012-12-14,14,11800.0,23,Não,Nunca,4,2,4,3,4,Não,Não,,Não se aplica
COL-0205,55,Masculino,Casado(a),Pós-graduação,Tecnologia,Analista de Dados,4,2023-01-23,2,12800.0,49,Não,Nunca,1,4,4,3,0,Não,Não,,Não se aplica
COL-0206,56,Não binário,Solteiro(a),Graduação,Marketing,Especialista de Marketing,4,2013-01-02,12,11100.0,18,Não,Raramente,5,2,4,5,4,Não,Não,,Não se aplica
COL-0207,26,Não binário,Casado(a),Tecnólogo,Comercial,Executivo de Contas,1,2018-08-03,7,5850.0,43,Sim,Raramente,5,1,3,3,1,Sim,Não,,Não se aplica
COL-0208,32,Feminino,União estável,Mestrado,Comercial,Executivo de Contas,2,2023-10-16,3,8200.0,10,Não,Frequentemente,1,1,5,5,4,Não,Não,,Não se aplica
COL-0209,48,Feminino,União estável,Graduação,Comercial,Analista Comercial,4,2025-09-16,0,11400.0,42,Não,Raramente,1,2,4,4,6,Não,Não,,Não se aplica
COL-0210,44,Masculino,Solteiro(a),Graduação,Recursos Humanos,Analista de RH,2,2023-11-04,3,7650.0,22,Não,Nunca,2,2,5,3,3,Não,Sim,2025-09-08 06:03:17.453,Desempenho abaixo do esperado
COL-0211,37,Feminino,União estável,Graduação,Atendimento,Assistente de Atendimento,2,2023-01-23,2,5900.0,22,Não,Raramente,4,2,4,3,3,Não,Não,,Não se aplica
COL-0212,57,Masculino,Divorciado(a),Ensino médio,Financeiro,Especialista Financeiro,5,2014-01-08,12,13450.0,15,Sim,Frequentemente,2,2,3,3,5,Não,Não,,Não se aplica
COL-0213,21,Feminino,Casado(a),Graduação,Marketing,Analista de Marketing,1,2024-02-23,1,6800.0,38,Não,Raramente,2,2,4,3,4,Não,Não,,Não se aplica
COL-0214,48,Feminino,Solteiro(a),Graduação,Recursos Humanos,Business Partner,3,2023-12-02,3,8400.0,52,Sim,Nunca,3,4,1,5,5,Não,Sim,2026-05-17 20:46:59.598,Falta de perspectiva de crescimento
COL-0215,35,Feminino,Solteiro(a),Mestrado,Marketing,Analista de Marketing,2,2025-02-14,0,8250.0,3,Não,Nunca,3,1,5,2,3,Não,Sim,2025-09-04 04:18:37.244,Qualidade de vida
COL-0216,47,Feminino,Divorciado(a),Tecnólogo,Recursos Humanos,Business Partner,4,2012-03-26,13,11400.0,47,Não,Raramente,1,4,4,5,6,Não,Não,,Não se aplica
COL-0217,36,Masculino,Casado(a),Mestrado,Recursos Humanos,Analista de RH,2,2018-11-11,8,7600.0,50,Sim,Raramente,4,1,4,4,4,Sim,Não,,Não se aplica
COL-0218,34,Masculino,União estável,Graduação,Financeiro,Analista Financeiro,2,2011-05-03,14,8200.0,50,Não,Nunca,1,4,4,4,6,Não,Não,,Não se aplica
COL-0219,60,Não binário,Solteiro(a),Mestrado,Comercial,Analista Comercial,4,2017-04-27,9,11300.0,32,Não,Raramente,5,1,5,3,5,Sim,Não,,Não se aplica
COL-0220,46,Masculino,Casado(a),Tecnólogo,Tecnologia,Analista de Dados,3,2022-02-08,4,10550.0,15,Não,Raramente,4,3,2,4,3,Não,Não,,Não se aplica
COL-0221,39,Feminino,Casado(a),Pós-graduação,Marketing,Analista de Marketing,2,2013-10-23,12,7650.0,39,Não,Raramente,3,3,1,4,4,Sim,Não,,Não se aplica
COL-0222,48,Masculino,Solteiro(a),Ensino médio,Operações,Coordenador de Operações,4,2020-08-23,5,10850.0,49,Sim,Raramente,3,4,5,2,2,Sim,Não,,Não se aplica
COL-0223,56,Feminino,Solteiro(a),Pós-graduação,Recursos Humanos,Especialista de Pessoas,5,2017-02-16,8,12250.0,45,Não,Frequentemente,4,3,1,2,3,Sim,Sim,2023-04-12 11:30:55.019,Reestruturação organizacional
COL-0224,47,Masculino,Casado(a),Ensino médio,Atendimento,Analista de Atendimento,4,2016-07-23,9,8800.0,46,Sim,Raramente,2,5,1,4,0,Não,Sim,2024-02-04 20:26:17.094,Desempenho abaixo do esperado
COL-0225,40,Masculino,Divorciado(a),Tecnólogo,Comercial,Executivo de Contas,2,2016-04-03,10,8150.0,49,Não,Frequentemente,2,1,2,4,2,Sim,Sim,2022-07-23 04:56:19.362,Reestruturação organizacional
COL-0226,22,Masculino,Divorciado(a),Ensino médio,Comercial,Executivo de Contas,1,2025-06-16,0,6450.0,28,Não,Frequentemente,5,1,2,4,2,Não,Sim,2026-01-20 13:30:34.950,Falta de perspectiva de crescimento
COL-0227,47,Não binário,União estável,Graduação,Recursos Humanos,Business Partner,4,2020-08-21,5,10450.0,12,Não,Raramente,1,1,4,2,2,Sim,Não,,Não se aplica
COL-0228,38,Feminino,Solteiro(a),Tecnólogo,Tecnologia,Analista de Dados,3,2025-06-08,0,10850.0,30,Sim,Frequentemente,5,4,5,5,4,Não,Não,,Não se aplica
COL-0229,56,Feminino,União estável,Graduação,Recursos Humanos,Business Partner,3,2025-08-04,0,9700.0,14,Sim,Raramente,5,2,3,2,2,Não,Sim,2026-07-08 07:05:01.996,Remuneração e benefícios
COL-0230,34,Feminino,Casado(a),Graduação,Atendimento,Assistente de Atendimento,1,2012-02-02,13,5250.0,51,Sim,Raramente,4,3,4,2,5,Sim,Não,,Não se aplica
COL-0231,40,Feminino,Casado(a),Graduação,Comercial,Analista Comercial,3,2018-10-27,8,8650.0,28,Sim,Raramente,2,5,2,3,2,Não,Não,,Não se aplica
COL-0232,52,Feminino,Casado(a),Graduação,Marketing,Especialista de Marketing,4,2019-06-24,7,10400.0,40,Não,Raramente,2,5,4,4,6,Não,Não,,Não se aplica
COL-0233,53,Masculino,União estável,Ensino médio,Financeiro,Controller,4,2023-03-24,2,11350.0,16,Não,Raramente,1,4,5,5,3,Sim,Sim,2025-07-31 06:46:16.790,Desempenho abaixo do esperado
COL-0234,57,Masculino,Casado(a),Ensino médio,Tecnologia,Analista de Dados,4,2018-08-13,8,11950.0,47,Não,Raramente,4,3,4,4,2,Sim,Não,,Não se aplica
COL-0235,49,Feminino,Casado(a),Tecnólogo,Operações,Coordenador de Operações,4,2013-09-28,12,10550.0,44,Sim,Frequentemente,1,5,5,3,4,Não,Não,,Não se aplica
COL-0236,22,Não binário,Divorciado(a),Ensino médio,Atendimento,Assistente de Atendimento,1,2021-04-14,4,5250.0,11,Sim,Raramente,5,5,2,3,5,Sim,Não,,Não se aplica
COL-0237,42,Feminino,Divorciado(a),Graduação,Operações,Analista de Operações,2,2020-05-15,5,6900.0,5,Não,Raramente,1,1,4,3,6,Não,Não,,Não se aplica
COL-0238,46,Feminino,Solteiro(a),Graduação,Marketing,Especialista de Marketing,3,2017-09-06,9,8950.0,38,Não,Nunca,4,5,4,4,0,Sim,Não,,Não se aplica
COL-0239,22,Feminino,Divorciado(a),Mestrado,Recursos Humanos,Analista de RH,1,2024-02-12,1,5850.0,44,Não,Raramente,2,3,1,4,5,Não,Sim,2026-03-28 03:48:31.582,Remuneração e benefícios
COL-0240,52,Feminino,Casado(a),Tecnólogo,Comercial,Analista Comercial,3,2025-06-17,1,8600.0,10,Não,Nunca,3,5,3,3,6,Não,Não,,Não se aplica
COL-0241,44,Masculino,Casado(a),Graduação,Financeiro,Controller,3,2012-06-20,13,9450.0,24,Não,Nunca,3,2,2,5,5,Sim,Não,,Não se aplica
COL-0242,27,Masculino,Casado(a),Tecnólogo,Marketing,Analista de Marketing,1,2016-12-24,9,5450.0,35,Não,Nunca,2,1,2,2,3,Não,Sim,2026-05-20 14:44:20.943,Falta de perspectiva de crescimento
COL-0243,23,Feminino,Casado(a),Mestrado,Recursos Humanos,Analista de RH,1,2021-04-08,4,6150.0,37,Não,Raramente,4,4,5,5,4,Não,Não,,Não se aplica
COL-0244,20,Feminino,União estável,Mestrado,Recursos Humanos,Analista de RH,1,2024-07-13,2,6550.0,7,Sim,Raramente,4,3,4,5,0,Não,Não,,Não se aplica
COL-0245,21,Masculino,Divorciado(a),Graduação,Recursos Humanos,Analista de RH,1,2024-04-23,1,5400.0,46,Sim,Raramente,1,5,3,3,1,Não,Não,,Não se aplica
COL-0246,61,Feminino,Solteiro(a),Mestrado,Operações,Coordenador de Operações,4,2016-11-26,10,10500.0,37,Não,Raramente,4,5,4,3,0,Sim,Sim,2024-06-19 04:52:33.545,Nova oportunidade profissional
COL-0247,54,Masculino,Solteiro(a),Graduação,Marketing,Especialista de Marketing,4,2016-01-07,10,11000.0,6,Não,Raramente,2,1,1,5,1,Não,Não,,Não se aplica
COL-0248,26,Feminino,Casado(a),Graduação,Marketing,Analista de Marketing,2,2019-07-18,7,7150.0,23,Não,Raramente,4,1,5,5,0,Não,Sim,2023-02-19 21:30:43.446,Mudança de cidade
COL-0249,28,Não binário,Solteiro(a),Ensino médio,Financeiro,Analista Financeiro,2,2025-05-10,0,8300.0,45,Não,Raramente,5,4,1,3,4,Não,Não,,Não se aplica
COL-0250,48,Feminino,Divorciado(a),Graduação,Recursos Humanos,Business Partner,3,2022-01-06,3,9900.0,30,Não,Nunca,3,5,3,4,5,Sim,Não,,Não se aplica
COL-0251,47,Feminino,Solteiro(a),Ensino médio,Financeiro,Controller,3,2015-04-28,10,9950.0,8,Não,Nunca,2,2,1,5,5,Não,Não,,Não se aplica
COL-0252,21,Não binário,Divorciado(a),Mestrado,Tecnologia,Desenvolvedor,1,2025-02-05,0,6800.0,34,Não,Raramente,5,2,4,3,4,Não,Não,,Não se aplica
COL-0253,45,Feminino,Casado(a),Tecnólogo,Marketing,Especialista de Marketing,3,2023-07-07,3,9250.0,6,Não,Raramente,1,1,5,4,4,Não,Sim,2025-06-11 06:11:38.408,Remuneração e benefícios
COL-0254,24,Feminino,Casado(a),Tecnólogo,Financeiro,Analista Financeiro,2,2025-04-03,0,8100.0,25,Não,Frequentemente,3,2,5,4,2,Não,Não,,Não se aplica
COL-0255,21,Masculino,União estável,Graduação,Marketing,Analista de Marketing,2,2025-10-21,0,7400.0,37,Não,Raramente,4,3,1,3,6,Não,Não,,Não se aplica
COL-0256,22,Masculino,Solteiro(a),Pós-graduação,Comercial,Executivo de Contas,1,2023-11-01,3,6600.0,14,Não,Raramente,3,5,3,3,3,Não,Não,,Não se aplica
COL-0257,40,Masculino,Divorciado(a),Mestrado,Financeiro,Controller,3,2025-05-18,1,9850.0,37,Não,Raramente,5,4,2,3,4,Não,Não,,Não se aplica
COL-0258,57,Feminino,Divorciado(a),Ensino médio,Tecnologia,Analista de Dados,4,2011-01-11,14,11700.0,50,Não,Nunca,3,4,3,4,4,Sim,Não,,Não se aplica
COL-0259,44,Masculino,Solteiro(a),Pós-graduação,Financeiro,Controller,4,2019-12-18,6,11350.0,16,Não,Nunca,5,5,4,3,6,Não,Não,,Não se aplica
COL-0260,33,Masculino,Solteiro(a),Ensino médio,Financeiro,Analista Financeiro,2,2015-04-18,10,8350.0,12,Não,Raramente,5,2,3,2,5,Não,Não,,Não se aplica
COL-0261,23,Feminino,Solteiro(a),Pós-graduação,Recursos Humanos,Analista de RH,1,2022-10-15,3,5150.0,2,Não,Nunca,5,1,3,3,2,Sim,Não,,Não se aplica
COL-0262,39,Não binário,Casado(a),Graduação,Tecnologia,Desenvolvedor,2,2018-03-21,8,9450.0,3,Não,Raramente,3,4,3,2,4,Não,Não,,Não se aplica
COL-0263,36,Feminino,Divorciado(a),Tecnólogo,Recursos Humanos,Business Partner,3,2024-06-27,1,8950.0,2,Não,Frequentemente,1,5,4,3,0,Não,Não,,Não se aplica
COL-0264,53,Feminino,Divorciado(a),Mestrado,Comercial,Analista Comercial,3,2019-01-08,7,10050.0,31,Não,Frequentemente,2,5,5,3,3,Não,Não,,Não se aplica
COL-0265,50,Masculino,Divorciado(a),Tecnólogo,Operações,Coordenador de Operações,4,2015-01-28,11,10700.0,2,Não,Frequentemente,2,2,3,5,4,Não,Não,,Não se aplica
COL-0266,37,Masculino,União estável,Mestrado,Operações,Coordenador de Operações,3,2026-07-22,0,9100.0,3,Sim,Raramente,2,5,3,3,6,Não,Não,,Não se aplica
COL-0267,58,Não binário,Casado(a),Tecnólogo,Tecnologia,Analista de Dados,4,2019-07-19,6,13150.0,52,Não,Frequentemente,4,4,1,4,5,Não,Não,,Não se aplica
COL-0268,24,Masculino,União estável,Graduação,Comercial,Executivo de Contas,2,2023-09-11,2,7200.0,5,Não,Frequentemente,1,1,1,4,5,Não,Não,,Não se aplica
COL-0269,30,Feminino,Casado(a),Ensino médio,Comercial,Executivo de Contas,1,2018-08-26,8,6200.0,2,Não,Nunca,2,4,3,4,0,Sim,Não,,Não se aplica
COL-0270,23,Não binário,União estável,Ensino médio,Atendimento,Assistente de Atendimento,2,2023-11-24,2,5900.0,46,Não,Raramente,4,4,3,2,1,Não,Não,,Não se aplica
COL-0271,22,Feminino,Divorciado(a),Pós-graduação,Comercial,Executivo de Contas,1,2023-06-14,2,6550.0,6,Sim,Nunca,3,5,2,3,0,Sim,Não,,Não se aplica
COL-0272,51,Masculino,União estável,Pós-graduação,Tecnologia,Analista de Dados,4,2017-10-15,8,11600.0,49,Não,Raramente,5,3,4,3,1,Não,Não,,Não se aplica
COL-0273,50,Masculino,União estável,Graduação,Marketing,Coordenador de Marketing,5,2022-02-21,4,13100.0,48,Não,Raramente,2,2,4,5,1,Sim,Sim,2024-08-07 23:55:43.219,Desempenho abaixo do esperado
